place,canonical,n_colonies,n_mentions,first_year,last_year,global_role,has_geo_cue
new_zealand_parliament,New Zealand Parliament,2,19,1905,1924,local,False
savage,Savage,1,19,1905,1922,local,False
karene_district,Karene District,1,19,1905,1920,local,True
rabai,Rabai,3,19,1906,1923,local,False
niger_river,Niger River,3,19,1907,1951,local,True
cha,Cha,2,19,1909,1951,local,False
pemba_island,Pemba Island,1,19,1909,1951,local,True
delimi_river,Delimi River,1,19,1915,1940,local,True
kittam_river,Kittam River,1,19,1915,1936,local,True
ain_valley,Ain Valley,4,19,1917,1937,local,True
semliki_river,Semliki River,1,19,1917,1940,local,True
pigg,Pigg,1,19,1920,1966,local,False
uasin_gishu,Uasin Gishu,2,19,1922,1963,local,False
benue_river,Benue River,1,19,1923,1951,local,True
military_authorities,Military Authorities,3,19,1923,1964,local,False
zionist_organization,Zionist Organization,1,19,1923,1937,local,False
picket_hill,Picket Hill,1,19,1923,1951,local,True
at_kandy,At Kandy,1,19,1924,1946,local,False
bumpe,Bumpe,1,19,1924,1951,local,False
twi,Twi,3,19,1925,1950,local,False
dehiwala_mount_lavinia,Dehiwala-Mount Lavinia,1,19,1931,1946,local,False
village_committees,Village Committees,2,19,1931,1951,local,False
st_helenians,St. Helenians,2,19,1932,1963,local,True
mount_roraima,Mount Roraima,1,19,1946,1966,local,True
in_rotuma,In Rotuma,4,19,1946,1966,local,False
mende,Mende,1,19,1946,1960,local,False
limbang_river,Limbang River,3,19,1948,1963,local,True
santa_maria_la_antigua,Santa Maria La Antigua,4,18,1867,1937,local,True
soufriere,Soufriere,5,18,1867,1928,local,True
bahama,Bahama,4,18,1867,1966,local,False
isles,Isles,4,18,1877,1951,local,False
san_juan,San Juan,4,18,1877,1951,local,True
mount_perry,Mount Perry,2,18,1878,1909,local,True
mount_barker,Mount Barker,1,18,1878,1917,local,True
bonne_bay,Bonne Bay,1,18,1883,1927,local,True
bell,Bell,9,18,1883,1951,ambiguous,True
salt_river,Salt River,1,18,1888,1927,local,True
orthodox_greek_church,Orthodox Greek Church,1,18,1888,1915,local,False
johor,Johor,4,18,1889,1934,local,True
port_weld,Port Weld,8,18,1889,1951,ambiguous,True
labuk,Labuk,4,18,1890,1963,local,False
albatross,Albatross,3,18,1890,1909,local,False
curtis,Curtis,1,18,1890,1922,local,False
lyons,Lyons,4,18,1894,1952,local,False
goodenough,Goodenough,2,18,1894,1917,local,False
st_marie_canal,St. Marie Canal,2,18,1894,1922,local,True
blue_mountain,Blue Mountain,1,18,1894,1955,local,True
indi,Indi,1,18,1894,1917,local,False
macintyre,Macintyre,2,18,1894,1924,local,False
barcelona,Barcelona,2,18,1894,1937,local,False
st_brieuc,St. Brieuc,1,18,1894,1924,local,True
de_grey,De Grey,1,18,1894,1917,local,False
fortescue,Fortescue,1,18,1894,1917,local,False
aflao,Aflao,3,18,1898,1932,local,False
peak_hill,Peak Hill,1,18,1898,1917,local,True
st_georges,St. Georges,1,18,1900,1936,local,True
bristol,Bristol,4,18,1905,1914,local,False
ilesha,Ilesha,4,18,1905,1959,local,False
owo,Owo,3,18,1905,1960,local,False
the_volta_river_district,The Volta River District,2,18,1905,1924,trading_partner,True
jacksonville,Jacksonville,3,18,1908,1966,local,True
bremersdorp,Bremersdorp,1,18,1908,1966,local,False
maximum,Maximum,4,18,1909,1952,local,False
marsabit,Marsabit,4,18,1911,1951,local,False
equatorial_africa,Equatorial Africa,4,18,1912,1960,local,False
chatham_islands,Chatham Islands,1,18,1914,1922,local,True
independent_cypriote_church,Independent Cypriote Church,1,18,1915,1939,local,False
uganda_sudan,Uganda-Sudan,1,18,1915,1937,local,False
leper_settlement,Leper Settlement,4,18,1917,1966,local,False
hatton,Hatton,2,18,1917,1946,local,False
kelantan_river,Kelantan River,6,18,1918,1936,local,True
ossidinge_district,Ossidinge District,1,18,1920,1951,local,True
mount_meru,Mount Meru,4,18,1920,1951,local,True
urban_district_councils,Urban District Councils,1,18,1924,1940,local,False
local_councils,Local Councils,3,18,1924,1951,local,False
mongu_lealui,Mongu-Lealui,1,18,1925,1948,local,False
mano_bagru,Mano Bagru,1,18,1925,1951,local,False
banana_islands,Banana Islands,1,18,1925,1951,local,True
the_handbook,The Handbook,2,18,1925,1951,local,False
fijian_affairs_board,Fijian Affairs Board,4,18,1946,1966,local,False
algeciras,Algeciras,1,18,1948,1966,local,True
temne,Temne,1,18,1948,1960,local,False
catalan_bay,Catalan Bay,1,18,1953,1966,local,True
marguerite_bay,Marguerite Bay,3,18,1956,1966,local,True
free_port,Free Port,2,18,1957,1965,local,False
the_free_port,The Free Port,2,18,1957,1965,local,False
st_kitt,St. Kitt,7,17,1867,1906,ambiguous,True
portsmouth,Portsmouth,2,17,1867,1966,local,True
river_diggings,River Diggings,3,17,1877,1909,local,True
river_hottentots,River Hottentots,1,17,1878,1909,local,True
lydenburg,Lydenburg,4,17,1878,1912,local,True
joseph_brown,Joseph Brown,1,17,1883,1914,local,False
the_maluti_mountains,The Maluti Mountains,2,17,1888,1911,local,True
herberton,Herberton,1,17,1888,1917,local,False
the_maldives_archipelago,The Maldives Archipelago,1,17,1889,1940,local,False
swan_hill,Swan Hill,1,17,1889,1917,local,True
mona,Mona,3,17,1890,1961,local,False
andoni,Andoni,5,17,1896,1914,local,False
river_valley,River Valley,2,17,1896,1964,local,True
jebu_ode,Jebu Ode,2,17,1896,1910,local,False
river_shangani,River Shangani,4,17,1898,1927,local,True
scotia,Scotia,2,17,1905,1921,local,False
shantung_peninsula,Shantung Peninsula,1,17,1905,1930,local,True
bay_of_weihaiwei,Bay of Weihaiwei,1,17,1905,1930,local,True
port_edward,Port Edward,1,17,1905,1930,local,True
postal_agency,Postal Agency,3,17,1906,1923,local,False
isle_all,Isle. All,1,17,1906,1927,local,True
rennell_islands,Rennell Islands,3,17,1909,1932,local,True
penang_island,Penang Island,3,17,1910,1957,local,True
northern_frontier_district,Northern Frontier District,2,17,1911,1951,local,True
chamah,Chamah,3,17,1911,1925,local,False
amathos,Amathos,1,17,1912,1936,local,True
deep_water_bay,Deep Water Bay,1,17,1912,1930,local,True
powell,Powell,2,17,1912,1966,local,False
evrychou_valley,Evrychou Valley,1,17,1915,1937,local,True
santa_appollonia,Santa Appollonia,1,17,1915,1951,local,True
kotte,Kotte,1,17,1918,1946,local,False
bishopsgate_street,Bishopsgate Street,3,17,1918,1946,local,False
pensiangan,Pensiangan,2,17,1918,1940,local,False
lake_naivasha,Lake Naivasha,6,17,1920,1950,local,True
the_methodist,The Methodist,1,17,1923,1946,local,False
rabaul,Rabaul,5,17,1924,1931,local,False
bendu,Bendu,1,17,1925,1951,local,False
aplichau,Aplichau,1,17,1927,1958,local,False
caroline_island,Caroline Island,3,17,1927,1963,local,True
st_francis_xavier,St. Francis Xavier,3,17,1931,1957,local,True
dental,Dental,4,17,1931,1957,local,False
takoradi_harbour,Takoradi Harbour,2,17,1931,1956,local,True
river_this,River. This,2,17,1932,1961,local,True
st_andrew_corporation,St. Andrew Corporation,1,17,1948,1951,local,True
sierra_leone_produce,Sierra Leone Produce,1,17,1952,1960,local,False
nkata_bay,Nkata Bay,2,17,1953,1964,local,True
blue_mountain_peak,Blue Mountain Peak,1,16,1867,1957,local,False
bahama_islands,Bahama Islands,5,16,1867,1966,local,True
algoa_bay,Algoa Bay,1,16,1877,1909,local,True
bay_vasco,Bay. Vasco,1,16,1877,1909,local,True
bay_of_natal,Bay of Natal,1,16,1877,1910,local,True
capricorn,Capricorn,2,16,1879,1917,local,False
cradock,Cradock,2,16,1880,1909,local,False
derby,Derby,4,16,1880,1961,local,True
abraham,Abraham,2,16,1883,1946,local,False
main,Main,3,16,1883,1966,local,False
euphorbia,Euphorbia,2,16,1883,1917,local,False
boston,Boston,7,16,1886,1963,ambiguous,True
gulf_the,Gulf. The,5,16,1888,1951,local,True
stellaland,Stellaland,1,16,1889,1894,local,True
guelph,Guelph,3,16,1889,1922,local,False
gambier,Gambier,3,16,1889,1924,local,False
roebuck_bay,Roebuck Bay,1,16,1889,1917,local,True
port_louis_town,Port Louis Town,1,16,1890,1914,local,True
george_melville,George Melville,1,16,1894,1914,local,False
grand_canary,Grand Canary,8,16,1894,1906,ambiguous,True
jebu_remo,Jebu Remo,2,16,1896,1910,local,False
shagamu,Shagamu,3,16,1896,1951,local,False
stewart_islands,Stewart Islands,1,16,1899,1922,local,True
stewart_island,Stewart Island,1,16,1899,1922,local,True
adda,Adda,3,16,1900,1910,local,False
kissy,Kissy,1,16,1900,1957,local,False
the_swedish_antarctic,The Swedish Antarctic,1,16,1905,1921,local,False
aldabra_islands,Aldabra Islands,1,16,1905,1921,local,True
aucher_warner,Aucher Warner,3,16,1905,1922,local,False
the_east_africa,The East Africa,4,16,1906,1957,local,False
new_britain,New Britain,3,16,1906,1939,local,True
st_julians,St. Julians,1,16,1906,1952,local,True
birrim,Birrim,3,16,1908,1925,local,False
river_the_limbang_river,River. The Limbang River,1,16,1908,1940,local,True
ontong_java,Ontong-Java,3,16,1909,1963,local,True
kinta_valley,Kinta Valley,5,16,1910,1957,local,True
usain_gishu,Usain Gishu,3,16,1911,1951,local,False
shire_river,Shire River,2,16,1912,1964,local,True
belize_district,Belize District,1,16,1913,1954,local,True
annotto_bay,Annotto Bay,1,16,1917,1951,local,True
mankaiana,Mankaiana,2,16,1917,1966,local,False
langkawi_island,Langkawi Island,6,16,1918,1951,local,True
kedah_river,Kedah River,5,16,1918,1936,local,True
the_administrative_head,The Administrative Head,1,16,1920,1940,local,True
samaria,Samaria,1,16,1921,1946,local,True
kasanga,Kasanga,3,16,1921,1939,local,False
laikipia,Laikipia,2,16,1922,1951,local,False
cape_ports,Cape Ports,3,16,1922,1936,local,True
st_george_earl,St. George Earl,2,16,1925,1949,local,True
district_road_committees,District Road Committees,1,16,1927,1940,local,False
semporna,Semporna,1,16,1928,1963,local,False
colony_peninsula,Colony Peninsula,2,16,1934,1951,local,True
chiefdoms,Chiefdoms,1,16,1936,1960,local,False
lungi,Lungi,1,16,1946,1960,local,True
kalambo_falls,Kalambo Falls,1,16,1948,1964,local,True
ten_year_development,Ten-Year Development,4,16,1953,1961,local,False
northern_line_islands,Northern Line Islands,2,16,1953,1966,local,True
courteen,Courteen,1,16,1954,1966,local,False
sebastian_cabot,Sebastian Cabot,4,15,1867,1909,local,False
upper_guinea,Upper Guinea,4,15,1867,1900,local,False
elbe,Elbe,2,15,1867,1890,local,False
james_town,James Town,3,15,1867,1927,local,True
elephant_island,Elephant Island,2,15,1867,1931,local,True
see_windward_islands,See Windward Islands,8,15,1877,1883,ambiguous,True
elgin,Elgin,4,15,1877,1961,local,False
river_settlement,River Settlement,2,15,1877,1917,local,True
edinburgh,Edinburgh,6,15,1877,1966,local,True
mount_bischoff,Mount Bischoff,1,15,1877,1917,local,True
at_london,At London,2,15,1878,1917,local,False
port_elliot,Port Elliot,1,15,1878,1917,local,True
carribbee_islands,Carribbee Islands,4,15,1878,1896,local,True
under_proclamation_no,Under Proclamation No,1,15,1879,1909,local,False
israel,Israel,6,15,1883,1966,local,True
forbes,Forbes,3,15,1883,1919,local,False
brass_river,Brass River,7,15,1886,1914,ambiguous,True
mannah_river,Mannah River,2,15,1886,1899,local,True
port_phillip,Port Phillip,2,15,1886,1917,local,True
st_stephen,St. Stephen,4,15,1888,1909,local,True
raine_island,Raine Island,4,15,1890,1940,local,True
murray_district,Murray District,1,15,1894,1909,local,True
bangwaketsi,Bangwaketsi,3,15,1897,1925,local,False
purari,Purari,2,15,1899,1917,local,False
the_rhodesian,The Rhodesian,3,15,1899,1927,local,False
lake_ngami,Lake Ngami,4,15,1905,1966,local,True
gamiland,Gamiland,4,15,1905,1931,local,False
pukapuka,Pukapuka,2,15,1905,1924,local,False
fort_tuli,Fort Tuli,4,15,1905,1927,local,True
cape_of_good_hope_naval,Cape of Good Hope Naval,1,15,1905,1920,local,True
fort_anthony,Fort Anthony,2,15,1905,1921,local,True
cape_corso,Cape Corso,2,15,1905,1921,local,True
little_bases,Little Bases,4,15,1905,1937,local,False
umba,Umba,3,15,1906,1920,local,False
the_lord_plunket,The Lord Plunket,3,15,1906,1924,local,False
canso,Canso,2,15,1907,1924,local,False
the_lawas_river,The Lawas River,1,15,1908,1940,local,True
hlatikulu_district,Hlatikulu District,2,15,1908,1962,local,True
the_lowlands,The Lowlands,3,15,1909,1925,local,False
ouest,Ouest,4,15,1909,1940,local,False
teita,Teita,3,15,1910,1951,local,False
saint_louis,Saint Louis,2,15,1910,1927,local,True
gros_islet_bay,Gros Islet Bay,5,15,1910,1948,local,True
cassamance_river,Cassamance River,2,15,1912,1940,local,True
labuan_islands,Labuan Islands,1,15,1913,1929,local,True
first_grade_clerks,First Grade Clerks,2,15,1913,1929,trading_partner,False
kyrenia_harbour,Kyrenia Harbour,1,15,1914,1933,local,True
rudolf,Rudolf,2,15,1914,1958,local,False
stegi,Stegi,1,15,1920,1966,local,False
mandara_mountains,Mandara Mountains,1,15,1921,1940,local,True
el_cayo,El Cayo,1,15,1922,1951,local,False
entertainment_allowance,Entertainment Allowance,1,15,1922,1939,local,False
praya_east,Praya East,1,15,1922,1940,local,False
north_kavirondo,North Kavirondo,3,15,1922,1948,local,False
booker_lines,Booker Lines,1,15,1923,1963,local,False
the_holland_west,The Holland West,3,15,1923,1940,local,False
afrika_lijn,Afrika Lijn,3,15,1923,1940,local,False
holy_sepulchre,Holy Sepulchre,1,15,1923,1946,local,False
at_trincomalee,At Trincomalee,1,15,1924,1934,local,False
timdel,Timdel,1,15,1925,1951,local,False
bankole_bright,Bankole-Bright,1,15,1925,1955,local,False
kete_krachi,Kete-Krachi,3,15,1925,1950,local,False
san_francique,San Francique,2,15,1930,1940,local,True
mandingo,Mandingo,3,15,1932,1957,local,False
rupununi_river,Rupununi River,1,15,1933,1951,local,True
old_bahama,Old Bahama,3,15,1939,1966,local,False
makongai,Makongai,3,15,1946,1957,local,True
southern_highlands,Southern Highlands,4,15,1946,1959,local,False
malawa,Malawa,3,15,1946,1962,local,False
kasenyi,Kasenyi,3,15,1946,1962,local,True
mount_kenya,Mount Kenya,1,15,1948,1955,local,True
cape_datu,Cape Datu,2,15,1948,1963,local,True
sadong_river,Sadong River,2,15,1948,1963,local,True
lawas_river,Lawas River,2,15,1948,1963,local,True
melanau,Melanau,1,15,1948,1963,local,False
grand_harbour,Grand Harbour,2,15,1953,1964,local,True
selected_areas,Selected Areas,2,15,1953,1965,local,False
freetown_airport,Freetown Airport,1,15,1953,1960,local,False
arawak,Arawak,3,15,1954,1966,local,False
southern_line_islands,Southern Line Islands,2,15,1954,1966,local,True
cottage_hospital,Cottage Hospital,4,15,1956,1966,local,False
bath,Bath,4,14,1867,1951,local,True
denison,Denison,3,14,1867,1917,local,False
in_singapore,In Singapore,2,14,1867,1959,local,False
cape_sierra_leone,Cape Sierra Leone,4,14,1867,1899,local,True
kaffraria,Kaffraria,1,14,1877,1908,local,False
mulgrave,Mulgrave,3,14,1877,1961,local,False
port_wakefield,Port Wakefield,1,14,1877,1917,local,True
kiandra,Kiandra,2,14,1878,1917,local,False
bundaberg,Bundaberg,2,14,1878,1917,local,False
quarantine_station,Quarantine Station,4,14,1883,1963,local,False
presbyterians,Presbyterians,4,14,1883,1951,local,False
messoria,Messoria,1,14,1883,1936,local,False
bourke,Bourke,2,14,1883,1917,local,False
seal,Seal,4,14,1886,1952,local,False
st_jean,St. Jean,3,14,1888,1951,local,True
kimberley_district,Kimberley District,1,14,1888,1917,local,True
st_lucia_bay,St. Lucia Bay,1,14,1888,1898,local,True
east_cape,East Cape,3,14,1889,1917,local,False
brantford,Brantford,2,14,1889,1920,local,False
nuyts_archipelago,Nuyts Archipelago,1,14,1889,1917,local,False
mempakol,Mempakol,3,14,1890,1913,local,False
massai,Massai,4,14,1890,1939,local,False
buxton,Buxton,4,14,1890,1932,local,True
bay_of_plenty,Bay of Plenty,2,14,1894,1922,local,True
plenty,Plenty,2,14,1894,1922,local,True
santa_cruz_islands,Santa Cruz Islands,3,14,1894,1963,local,True
river_shir,River Shir,3,14,1896,1905,local,True
st_helena_ascension,St. Helena-Ascension,2,14,1896,1915,local,True
fee,Fee,4,14,1896,1957,local,False
stratford,Stratford,4,14,1898,1961,local,False
richmond_peak,Richmond Peak,3,14,1898,1948,local,False
at_port_moresby,At Port Moresby,2,14,1899,1917,local,False
chad,Chad,3,14,1900,1951,local,False
lake_rudolph,Lake Rudolph,1,14,1900,1914,local,True
tonga_islands,Tonga Islands,2,14,1900,1919,local,True
stationery_department,Stationery Department,4,14,1905,1940,local,False
seyidie,Seyidie,2,14,1905,1920,local,False
siluko,Siluko,4,14,1905,1914,local,False
hervey,Hervey,1,14,1905,1922,local,False
danger,Danger,1,14,1905,1922,local,False
suwarrow,Suwarrow,2,14,1905,1922,local,False
phillips_river,Phillips River,1,14,1905,1917,local,True
chobe_rivers,Chobe Rivers,3,14,1906,1927,local,False
argentine_government,Argentine Government,1,14,1907,1921,local,False
sandwich,Sandwich,1,14,1907,1921,local,False
ben_union,Ben Union,1,14,1907,1921,local,True
hill_district,Hill District,1,14,1909,1923,local,True
lyeemun_pass,Lyeemun Pass,1,14,1910,1939,local,False
larut_hills,Larut Hills,3,14,1910,1936,local,True
liverpool_school,Liverpool School,3,14,1910,1924,local,False
tropical_medicine,Tropical Medicine,3,14,1910,1924,local,False
casamance_river,Casamance River,2,14,1910,1950,local,True
amathus,Amathus,1,14,1911,1951,local,True
lake_coleridge,Lake Coleridge,1,14,1913,1922,local,True
maidugari,Maidugari,1,14,1917,1937,local,False
smith_dorrien,Smith-Dorrien,1,14,1919,1966,local,False
lydenburg_district,Lydenburg District,1,14,1920,1927,local,True
the_northern_boundary,The Northern Boundary,3,14,1920,1940,local,False
the_phoenix_group,The Phoenix Group,4,14,1920,1950,local,False
panadura,Panadura,1,14,1921,1940,local,False
south_pole,South Pole,2,14,1922,1966,local,False
johore_strait,Johore Strait,5,14,1922,1963,local,True
the_kenya_protectorate,The Kenya Protectorate,3,14,1922,1939,local,False
anglo_guinea_produce,Anglo-Guinea Produce,3,14,1923,1933,local,False
druzes,Druzes,1,14,1923,1937,local,False
bahais,Bahais,1,14,1923,1937,local,False
coptic_churches,Coptic Churches,1,14,1923,1940,local,False
baron_edmond,Baron Edmond,1,14,1923,1940,local,False
rothschild,Rothschild,1,14,1923,1940,local,False
dome,Dome,1,14,1924,1946,local,False
river_launch,River. Launch,1,14,1925,1948,local,True
sipitang_river,Sipitang River,2,14,1925,1940,local,True
panadure,Panadure,1,14,1927,1946,local,False
keren_hayesod,Keren Hayesod,1,14,1927,1940,local,False
tumbatu_island,Tumbatu Island,1,14,1927,1951,local,True
